name,level,psgc_code,region_code,province_code,municipal_city_code,barangay_code
Davao Occidental,Prov,1108600000,11,086,00,000
Don Marcelino,Mun,1108601000,11,086,01,000
Calian,Bgy,1108601001,11,086,01,001
Kiobog,Bgy,1108601002,11,086,01,002
North Lamidan,Bgy,1108601003,11,086,01,003
Lawa (Pob.),Bgy,1108601004,11,086,01,004
Nueva Villa,Bgy,1108601005,11,086,01,005
Talagutong (Pob.),Bgy,1108601006,11,086,01,006
Baluntaya,Bgy,1108601007,11,086,01,007
Dalupan,Bgy,1108601008,11,086,01,008
Kinanga,Bgy,1108601009,11,086,01,009
Lanao,Bgy,1108601010,11,086,01,010
Lapuan,Bgy,1108601011,11,086,01,011
Linadasan,Bgy,1108601012,11,086,01,012
Mabuhay,Bgy,1108601013,11,086,01,013
South Lamidan,Bgy,1108601014,11,086,01,014
West Lamidan,Bgy,1108601015,11,086,01,015
Jose Abad Santos,Mun,1108602000,11,086,02,000
Buguis,Bgy,1108602001,11,086,02,001
Balangonan,Bgy,1108602002,11,086,02,002
Bukid,Bgy,1108602006,11,086,02,006
Butuan,Bgy,1108602007,11,086,02,007
Butulan,Bgy,1108602008,11,086,02,008
Caburan Big,Bgy,1108602009,11,086,02,009
Caburan Small (Pob.),Bgy,1108602010,11,086,02,010
Camalian,Bgy,1108602011,11,086,02,011
Carahayan,Bgy,1108602012,11,086,02,012
Cayaponga,Bgy,1108602013,11,086,02,013
Culaman,Bgy,1108602014,11,086,02,014
Kalbay,Bgy,1108602015,11,086,02,015
Kitayo,Bgy,1108602016,11,086,02,016
Magulibas,Bgy,1108602019,11,086,02,019
Malalan,Bgy,1108602020,11,086,02,020
Mangile,Bgy,1108602021,11,086,02,021
Marabutuan,Bgy,1108602022,11,086,02,022
Meybio,Bgy,1108602023,11,086,02,023
Molmol,Bgy,1108602024,11,086,02,024
Nuing,Bgy,1108602025,11,086,02,025
Patulang,Bgy,1108602026,11,086,02,026
Quiapo,Bgy,1108602027,11,086,02,027
San Isidro,Bgy,1108602028,11,086,02,028
Sugal,Bgy,1108602033,11,086,02,033
Tabayon,Bgy,1108602034,11,086,02,034
Tanuman,Bgy,1108602035,11,086,02,035
Malita (Capital),Mun,1108603000,11,086,03,000
Bito,Bgy,1108603001,11,086,03,001
Bolila,Bgy,1108603002,11,086,03,002
Buhangin,Bgy,1108603003,11,086,03,003
Culaman,Bgy,1108603004,11,086,03,004
Datu Danwata,Bgy,1108603005,11,086,03,005
Demoloc,Bgy,1108603006,11,086,03,006
Felis,Bgy,1108603007,11,086,03,007
Fishing Village,Bgy,1108603008,11,086,03,008
Kibalatong,Bgy,1108603010,11,086,03,010
Kidalapong,Bgy,1108603011,11,086,03,011
Kilalag,Bgy,1108603012,11,086,03,012
Kinangan,Bgy,1108603013,11,086,03,013
Lacaron,Bgy,1108603016,11,086,03,016
Lagumit,Bgy,1108603017,11,086,03,017
Lais,Bgy,1108603018,11,086,03,018
Little Baguio,Bgy,1108603022,11,086,03,022
Macol,Bgy,1108603023,11,086,03,023
Mana,Bgy,1108603024,11,086,03,024
Manuel Peralta,Bgy,1108603025,11,086,03,025
New Argao,Bgy,1108603027,11,086,03,027
Pangian,Bgy,1108603030,11,086,03,030
Pinalpalan,Bgy,1108603031,11,086,03,031
Poblacion,Bgy,1108603032,11,086,03,032
Sangay,Bgy,1108603033,11,086,03,033
Talogoy,Bgy,1108603036,11,086,03,036
Tical,Bgy,1108603037,11,086,03,037
Ticulon,Bgy,1108603038,11,086,03,038
Tingolo,Bgy,1108603039,11,086,03,039
Tubalan,Bgy,1108603040,11,086,03,040
Pangaleon,Bgy,1108603041,11,086,03,041
Santa Maria,Mun,1108604000,11,086,04,000
Basiawan,Bgy,1108604001,11,086,04,001
Buca,Bgy,1108604002,11,086,04,002
Cadaatan,Bgy,1108604003,11,086,04,003
Kidadan,Bgy,1108604004,11,086,04,004
Kisulad,Bgy,1108604005,11,086,04,005
Malalag Tubig,Bgy,1108604006,11,086,04,006
Mamacao,Bgy,1108604007,11,086,04,007
Ogpao,Bgy,1108604008,11,086,04,008
Poblacion,Bgy,1108604009,11,086,04,009
Pongpong,Bgy,1108604010,11,086,04,010
San Agustin,Bgy,1108604011,11,086,04,011
San Antonio,Bgy,1108604012,11,086,04,012
San Isidro,Bgy,1108604013,11,086,04,013
San Juan,Bgy,1108604014,11,086,04,014
San Pedro,Bgy,1108604015,11,086,04,015
San Roque,Bgy,1108604016,11,086,04,016
Tanglad,Bgy,1108604018,11,086,04,018
Santo Nio,Bgy,1108604019,11,086,04,019
Santo Rosario,Bgy,1108604020,11,086,04,020
Datu Daligasao,Bgy,1108604021,11,086,04,021
Datu Intan,Bgy,1108604022,11,086,04,022
Kinilidan,Bgy,1108604023,11,086,04,023
Sarangani,Mun,1108605000,11,086,05,000
Batuganding,Bgy,1108605001,11,086,05,001
Konel,Bgy,1108605002,11,086,05,002
Lipol,Bgy,1108605003,11,086,05,003
Mabila (Pob.),Bgy,1108605004,11,086,05,004
Patuco,Bgy,1108605005,11,086,05,005
Laker,Bgy,1108605006,11,086,05,006
Tinina,Bgy,1108605007,11,086,05,007
Camahual,Bgy,1108605008,11,086,05,008
Camalig,Bgy,1108605009,11,086,05,009
Gomtago,Bgy,1108605010,11,086,05,010
Tagen,Bgy,1108605011,11,086,05,011
Tucal,Bgy,1108605012,11,086,05,012
Dinagat Islands,Prov,1608500000,16,085,00,000
Basilisa,Mun,1608501000,16,085,01,000
Catadman,Bgy,1608501002,16,085,01,002
Columbus,Bgy,1608501003,16,085,01,003
Coring,Bgy,1608501004,16,085,01,004
Cortes,Bgy,1608501005,16,085,01,005
Doa Helene,Bgy,1608501006,16,085,01,006
Ferdinand,Bgy,1608501007,16,085,01,007
Geotina,Bgy,1608501008,16,085,01,008
Imee,Bgy,1608501009,16,085,01,009
Melgar,Bgy,1608501010,16,085,01,010
Montag,Bgy,1608501011,16,085,01,011
Navarro,Bgy,1608501012,16,085,01,012
Poblacion,Bgy,1608501013,16,085,01,013
Puerto Princesa,Bgy,1608501014,16,085,01,014
Rita Glenda,Bgy,1608501015,16,085,01,015
Roxas,Bgy,1608501016,16,085,01,016
Sering,Bgy,1608501017,16,085,01,017
Tag-abaca,Bgy,1608501018,16,085,01,018
Benglen,Bgy,1608501019,16,085,01,019
Diegas,Bgy,1608501020,16,085,01,020
Edera,Bgy,1608501021,16,085,01,021
New Nazareth,Bgy,1608501022,16,085,01,022
Roma,Bgy,1608501023,16,085,01,023
Santa Monica,Bgy,1608501024,16,085,01,024
Santo Nio,Bgy,1608501025,16,085,01,025
Sombrado,Bgy,1608501026,16,085,01,026
Villa Ecleo,Bgy,1608501027,16,085,01,027
Villa Pantinople,Bgy,1608501028,16,085,01,028
Cagdianao,Mun,1608502000,16,085,02,000
Boa,Bgy,1608502001,16,085,02,001
Cabunga-an,Bgy,1608502002,16,085,02,002
Del Pilar,Bgy,1608502003,16,085,02,003
Laguna,Bgy,1608502004,16,085,02,004
Legaspi,Bgy,1608502005,16,085,02,005
Ma-atas,Bgy,1608502006,16,085,02,006
Nueva Estrella,Bgy,1608502007,16,085,02,007
Poblacion,Bgy,1608502008,16,085,02,008
San Jose,Bgy,1608502009,16,085,02,009
Santa Rita,Bgy,1608502010,16,085,02,010
Tigbao,Bgy,1608502011,16,085,02,011
Valencia,Bgy,1608502012,16,085,02,012
Mabini,Bgy,1608502013,16,085,02,013
"R. Ecleo, Sr.",Bgy,1608502014,16,085,02,014
Dinagat,Mun,1608503000,16,085,03,000
Cab-ilan,Bgy,1608503002,16,085,03,002
Cabayawan,Bgy,1608503003,16,085,03,003
Escolta (Pob.),Bgy,1608503004,16,085,03,004
Gomez,Bgy,1608503005,16,085,03,005
Magsaysay,Bgy,1608503007,16,085,03,007
Mauswagon (Pob.),Bgy,1608503009,16,085,03,009
White Beach (Pob.),Bgy,1608503012,16,085,03,012
Bagumbayan,Bgy,1608503014,16,085,03,014
New Mabuhay,Bgy,1608503016,16,085,03,016
Wadas,Bgy,1608503021,16,085,03,021
Cayetano,Bgy,1608503022,16,085,03,022
Justiniana Edera,Bgy,1608503023,16,085,03,023
Libjo,Mun,1608504000,16,085,04,000
Albor (Pob.),Bgy,1608504001,16,085,04,001
Arellano,Bgy,1608504002,16,085,04,002
Bayanihan,Bgy,1608504003,16,085,04,003
Doa Helen,Bgy,1608504004,16,085,04,004
Garcia,Bgy,1608504005,16,085,04,005
General Aguinaldo,Bgy,1608504006,16,085,04,006
Kanihaan,Bgy,1608504007,16,085,04,007
Magsaysay,Bgy,1608504008,16,085,04,008
Osmea,Bgy,1608504009,16,085,04,009
Plaridel,Bgy,1608504010,16,085,04,010
Quezon,Bgy,1608504011,16,085,04,011
San Antonio (Pob.),Bgy,1608504012,16,085,04,012
San Jose,Bgy,1608504013,16,085,04,013
Santo Nio,Bgy,1608504014,16,085,04,014
Llamera,Bgy,1608504015,16,085,04,015
Rosita,Bgy,1608504016,16,085,04,016
Loreto,Mun,1608505000,16,085,05,000
Carmen (Pob.),Bgy,1608505001,16,085,05,001
Esperanza,Bgy,1608505002,16,085,05,002
Ferdinand,Bgy,1608505003,16,085,05,003
Helene,Bgy,1608505004,16,085,05,004
Liberty,Bgy,1608505006,16,085,05,006
Magsaysay,Bgy,1608505008,16,085,05,008
Panamaon,Bgy,1608505011,16,085,05,011
San Juan (Pob.),Bgy,1608505013,16,085,05,013
Santa Cruz (Pob.),Bgy,1608505015,16,085,05,015
Santiago (Pob.),Bgy,1608505017,16,085,05,017
San Jose (Capital),Mun,1608506000,16,085,06,000
Aurelio,Bgy,1608506001,16,085,06,001
Cuarinta,Bgy,1608506002,16,085,06,002
Don Ruben Ecleo,Bgy,1608506003,16,085,06,003
Jacquez,Bgy,1608506004,16,085,06,004
Justiniana Edera,Bgy,1608506005,16,085,06,005
Luna,Bgy,1608506006,16,085,06,006
Mahayahay,Bgy,1608506007,16,085,06,007
Matingbe,Bgy,1608506008,16,085,06,008
San Jose (Pob.),Bgy,1608506009,16,085,06,009
San Juan,Bgy,1608506010,16,085,06,010
Santa Cruz,Bgy,1608506011,16,085,06,011
Wilson,Bgy,1608506012,16,085,06,012
Tubajon,Mun,1608507000,16,085,07,000
Imelda,Bgy,1608507001,16,085,07,001
Mabini,Bgy,1608507002,16,085,07,002
Malinao,Bgy,1608507003,16,085,07,003
Navarro,Bgy,1608507004,16,085,07,004
Diaz,Bgy,1608507005,16,085,07,005
Roxas,Bgy,1608507006,16,085,07,006
San Roque (Pob.),Bgy,1608507007,16,085,07,007
San Vicente (Pob.),Bgy,1608507008,16,085,07,008
Santa Cruz (Pob.),Bgy,1608507009,16,085,07,009
Zamboanga Sibugay,Prov,0908300000,09,083,00,000
Alicia,Mun,0908301000,09,083,01,000
Alegria,Bgy,0908301001,09,083,01,001
Milagrosa,Bgy,0908301002,09,083,01,002
Bella,Bgy,0908301004,09,083,01,004
Calades,Bgy,0908301005,09,083,01,005
Dawa-dawa,Bgy,0908301006,09,083,01,006
Gulayon,Bgy,0908301007,09,083,01,007
Ilisan,Bgy,0908301008,09,083,01,008
Kawayan,Bgy,0908301009,09,083,01,009
Kauswagan,Bgy,0908301010,09,083,01,010
La Paz,Bgy,0908301011,09,083,01,011
Lambuyogan,Bgy,0908301012,09,083,01,012
Lapirawan,Bgy,0908301013,09,083,01,013
Litayon,Bgy,0908301014,09,083,01,014
Lutiman,Bgy,0908301015,09,083,01,015
Naga-naga,Bgy,0908301016,09,083,01,016
Pandan-pandan,Bgy,0908301017,09,083,01,017
Payongan,Bgy,0908301018,09,083,01,018
Poblacion,Bgy,0908301019,09,083,01,019
Santa Maria,Bgy,0908301020,09,083,01,020
Santo Nio,Bgy,0908301021,09,083,01,021
Talaptap,Bgy,0908301022,09,083,01,022
Tampalan,Bgy,0908301023,09,083,01,023
Tandiong Muslim,Bgy,0908301024,09,083,01,024
Timbang-timbang,Bgy,0908301025,09,083,01,025
Bagong Buhay,Bgy,0908301026,09,083,01,026
Concepcion,Bgy,0908301027,09,083,01,027
Kapatagan,Bgy,0908301028,09,083,01,028
Buug,Mun,0908302000,09,083,02,000
Basalem,Bgy,0908302002,09,083,02,002
Bawang,Bgy,0908302003,09,083,02,003
Bulaan,Bgy,0908302004,09,083,02,004
Compostela,Bgy,0908302005,09,083,02,005
Del Monte,Bgy,0908302006,09,083,02,006
Guitom,Bgy,0908302008,09,083,02,008
Guminta,Bgy,0908302009,09,083,02,009
Labrador,Bgy,0908302010,09,083,02,010
Lantawan,Bgy,0908302011,09,083,02,011
Mabuhay,Bgy,0908302012,09,083,02,012
Maganay,Bgy,0908302013,09,083,02,013
Manlin,Bgy,0908302014,09,083,02,014
Muyo,Bgy,0908302015,09,083,02,015
Pamintayan,Bgy,0908302016,09,083,02,016
Poblacion,Bgy,0908302017,09,083,02,017
Talamimi,Bgy,0908302019,09,083,02,019
Villacastor,Bgy,0908302020,09,083,02,020
Agutayan,Bgy,0908302021,09,083,02,021
Bagong Borbon,Bgy,0908302022,09,083,02,022
Bliss,Bgy,0908302023,09,083,02,023
Danlugan,Bgy,0908302024,09,083,02,024
Pling,Bgy,0908302025,09,083,02,025
Pulog,Bgy,0908302026,09,083,02,026
San Jose,Bgy,0908302027,09,083,02,027
Talairan,Bgy,0908302028,09,083,02,028
Datu Panas,Bgy,0908302029,09,083,02,029
Guintuloan,Bgy,0908302030,09,083,02,030
Diplahan,Mun,0908303000,09,083,03,000
Balangao,Bgy,0908303001,09,083,03,001
Pilar,Bgy,0908303003,09,083,03,003
Poblacion,Bgy,0908303004,09,083,03,004
Ditay,Bgy,0908303005,09,083,03,005
Gaulan,Bgy,0908303006,09,083,03,006
Goling,Bgy,0908303007,09,083,03,007
Guinoman,Bgy,0908303008,09,083,03,008
Kauswagan,Bgy,0908303010,09,083,03,010
Lindang,Bgy,0908303011,09,083,03,011
Lobing,Bgy,0908303012,09,083,03,012
Paradise,Bgy,0908303015,09,083,03,015
Sampoli A,Bgy,0908303016,09,083,03,016
Songcuya,Bgy,0908303017,09,083,03,017
Santa Cruz,Bgy,0908303018,09,083,03,018
Butong,Bgy,0908303019,09,083,03,019
Sampoli B,Bgy,0908303025,09,083,03,025
Luop,Bgy,0908303026,09,083,03,026
Manangon,Bgy,0908303027,09,083,03,027
Mejo,Bgy,0908303028,09,083,03,028
Natan,Bgy,0908303029,09,083,03,029
Tinongtongan,Bgy,0908303030,09,083,03,030
Tuno,Bgy,0908303031,09,083,03,031
Imelda,Mun,0908304000,09,083,04,000
Lower Baluran,Bgy,0908304001,09,083,04,001
Baluyan,Bgy,0908304002,09,083,04,002
Cana-an,Bgy,0908304003,09,083,04,003
Dumpoc,Bgy,0908304004,09,083,04,004
Gandiangan,Bgy,0908304005,09,083,04,005
Israel,Bgy,0908304006,09,083,04,006
La Victoria,Bgy,0908304007,09,083,04,007
Lumpanac,Bgy,0908304008,09,083,04,008
Little Baguio,Bgy,0908304009,09,083,04,009
Lumbog,Bgy,0908304010,09,083,04,010
Mali Little Baguio,Bgy,0908304011,09,083,04,011
Poblacion,Bgy,0908304012,09,083,04,012
San Jose,Bgy,0908304013,09,083,04,013
Santa Barbara,Bgy,0908304014,09,083,04,014
Balugo,Bgy,0908304015,09,083,04,015
Balungisan,Bgy,0908304016,09,083,04,016
Pulawan,Bgy,0908304017,09,083,04,017
Upper Baluran,Bgy,0908304018,09,083,04,018
Ipil (Capital),Mun,0908305000,09,083,05,000
Bacalan,Bgy,0908305001,09,083,05,001
Bangkerohan,Bgy,0908305002,09,083,05,002
Bulu-an,Bgy,0908305003,09,083,05,003
Don Andres,Bgy,0908305006,09,083,05,006
Guituan,Bgy,0908305008,09,083,05,008
Ipil Heights,Bgy,0908305009,09,083,05,009
Labi,Bgy,0908305012,09,083,05,012
Lower Ipil Heights,Bgy,0908305013,09,083,05,013
Lower Taway,Bgy,0908305015,09,083,05,015
Lumbia,Bgy,0908305016,09,083,05,016
Magdaup,Bgy,0908305018,09,083,05,018
Pangi,Bgy,0908305022,09,083,05,022
Poblacion,Bgy,0908305023,09,083,05,023
Sanito,Bgy,0908305024,09,083,05,024
Suclema,Bgy,0908305027,09,083,05,027
Taway,Bgy,0908305029,09,083,05,029
Tenan,Bgy,0908305030,09,083,05,030
Tiayon,Bgy,0908305032,09,083,05,032
Timalang,Bgy,0908305034,09,083,05,034
Tomitom,Bgy,0908305035,09,083,05,035
Upper Pangi,Bgy,0908305037,09,083,05,037
Veteran's Village,Bgy,0908305038,09,083,05,038
Makilas,Bgy,0908305039,09,083,05,039
Caparan,Bgy,0908305040,09,083,05,040
Domandan,Bgy,0908305041,09,083,05,041
Doa Josefa,Bgy,0908305042,09,083,05,042
Logan,Bgy,0908305043,09,083,05,043
Maasin,Bgy,0908305044,09,083,05,044
Kabasalan,Mun,0908306000,09,083,06,000
Banker,Bgy,0908306002,09,083,06,002
Bolo Batallion,Bgy,0908306003,09,083,06,003
Buayan,Bgy,0908306004,09,083,06,004
Cainglet,Bgy,0908306006,09,083,06,006
Calapan,Bgy,0908306007,09,083,06,007
Calubihan,Bgy,0908306008,09,083,06,008
Concepcion,Bgy,0908306009,09,083,06,009
Dipala,Bgy,0908306010,09,083,06,010
Gacbusan,Bgy,0908306011,09,083,06,011
Goodyear,Bgy,0908306012,09,083,06,012
Lacnapan,Bgy,0908306013,09,083,06,013
Little Baguio,Bgy,0908306014,09,083,06,014
Lumbayao,Bgy,0908306015,09,083,06,015
Timuay Danda,Bgy,0908306016,09,083,06,016
Nazareth,Bgy,0908306017,09,083,06,017
Palinta,Bgy,0908306018,09,083,06,018
Pearanda,Bgy,0908306019,09,083,06,019
Poblacion,Bgy,0908306020,09,083,06,020
Riverside,Bgy,0908306021,09,083,06,021
Sanghanan,Bgy,0908306022,09,083,06,022
Santa Cruz,Bgy,0908306023,09,083,06,023
Sayao,Bgy,0908306024,09,083,06,024
Simbol,Bgy,0908306025,09,083,06,025
Sininan,Bgy,0908306026,09,083,06,026
Shiolan,Bgy,0908306027,09,083,06,027
Tampilisan,Bgy,0908306028,09,083,06,028
Tamin,Bgy,0908306029,09,083,06,029
Tigbangagan,Bgy,0908306030,09,083,06,030
Diampak,Bgy,0908306031,09,083,06,031
Mabuhay,Mun,0908307000,09,083,07,000
Abunda,Bgy,0908307001,09,083,07,001
Bagong Silang,Bgy,0908307002,09,083,07,002
Bangkaw-bangkaw,Bgy,0908307003,09,083,07,003
Caliran,Bgy,0908307007,09,083,07,007
Catipan,Bgy,0908307008,09,083,07,008
Tandu-Comot,Bgy,0908307010,09,083,07,010
Kauswagan,Bgy,0908307011,09,083,07,011
Ligaya,Bgy,0908307013,09,083,07,013
Looc-Barlak,Bgy,0908307014,09,083,07,014
Malinao,Bgy,0908307015,09,083,07,015
Pamansaan,Bgy,0908307017,09,083,07,017
Pinalim,Bgy,0908307018,09,083,07,018
Poblacion,Bgy,0908307019,09,083,07,019
Punawan,Bgy,0908307020,09,083,07,020
Santo Nio,Bgy,0908307023,09,083,07,023
Sawa,Bgy,0908307024,09,083,07,024
Sioton,Bgy,0908307025,09,083,07,025
Taguisian,Bgy,0908307026,09,083,07,026
Malangas,Mun,0908308000,09,083,08,000
Bacao,Bgy,0908308001,09,083,08,001
Basak-bawang,Bgy,0908308002,09,083,08,002
Camanga,Bgy,0908308003,09,083,08,003
Candiis,Bgy,0908308005,09,083,08,005
Catituan,Bgy,0908308006,09,083,08,006
Dansulao,Bgy,0908308007,09,083,08,007
Del Pilar,Bgy,0908308008,09,083,08,008
Guilawa,Bgy,0908308011,09,083,08,011
Kigay,Bgy,0908308013,09,083,08,013
La Dicha,Bgy,0908308014,09,083,08,014
Lipacan,Bgy,0908308016,09,083,08,016
Logpond,Bgy,0908308018,09,083,08,018
Mabini,Bgy,0908308020,09,083,08,020
Malungon,Bgy,0908308021,09,083,08,021
Mulom,Bgy,0908308023,09,083,08,023
Overland,Bgy,0908308025,09,083,08,025
Palalian,Bgy,0908308026,09,083,08,026
Payag,Bgy,0908308027,09,083,08,027
Poblacion,Bgy,0908308028,09,083,08,028
Rebocon,Bgy,0908308031,09,083,08,031
San Vicente,Bgy,0908308032,09,083,08,032
Sinusayan,Bgy,0908308036,09,083,08,036
Tackling,Bgy,0908308038,09,083,08,038
Tigabon,Bgy,0908308039,09,083,08,039
Bontong,Bgy,0908308040,09,083,08,040
Naga,Mun,0908309000,09,083,09,000
Aguinaldo,Bgy,0908309001,09,083,09,001
Baga,Bgy,0908309002,09,083,09,002
Baluno,Bgy,0908309003,09,083,09,003
Cabong,Bgy,0908309004,09,083,09,004
Gubawang,Bgy,0908309005,09,083,09,005
Kaliantana,Bgy,0908309006,09,083,09,006
La Paz,Bgy,0908309007,09,083,09,007
Lower Sulitan,Bgy,0908309008,09,083,09,008
Mamagon,Bgy,0908309010,09,083,09,010
Marsolo,Bgy,0908309011,09,083,09,011
Poblacion,Bgy,0908309012,09,083,09,012
San Isidro,Bgy,0908309013,09,083,09,013
Santa Clara,Bgy,0908309014,09,083,09,014
Crossing Sta. Clara,Bgy,0908309015,09,083,09,015
Sulo,Bgy,0908309016,09,083,09,016
Tambanan,Bgy,0908309017,09,083,09,017
Taytay Manubo,Bgy,0908309018,09,083,09,018
Upper Sulitan,Bgy,0908309019,09,083,09,019
Bangkaw-bangkaw,Bgy,0908309020,09,083,09,020
Guintoloan,Bgy,0908309021,09,083,09,021
Sandayong,Bgy,0908309022,09,083,09,022
Tilubog,Bgy,0908309023,09,083,09,023
Tipan,Bgy,0908309024,09,083,09,024
Olutanga,Mun,0908310000,09,083,10,000
Bateria,Bgy,0908310002,09,083,10,002
Kahayagan,Bgy,0908310003,09,083,10,003
Calais,Bgy,0908310005,09,083,10,005
Esperanza,Bgy,0908310006,09,083,10,006
Fama,Bgy,0908310007,09,083,10,007
Galas,Bgy,0908310009,09,083,10,009
Gandaan,Bgy,0908310010,09,083,10,010
Looc Sapi,Bgy,0908310012,09,083,10,012
Matim,Bgy,0908310014,09,083,10,014
Noque,Bgy,0908310015,09,083,10,015
Solar (Pob.),Bgy,0908310016,09,083,10,016
Pulo Laum,Bgy,0908310017,09,083,10,017
Pulo Mabao,Bgy,0908310018,09,083,10,018
San Isidro,Bgy,0908310019,09,083,10,019
Santa Maria,Bgy,0908310020,09,083,10,020
Tambanan,Bgy,0908310024,09,083,10,024
Villacorte,Bgy,0908310025,09,083,10,025
Villagonzalo,Bgy,0908310026,09,083,10,026
San Jose,Bgy,0908310027,09,083,10,027
Payao,Mun,0908311000,09,083,11,000
Balian,Bgy,0908311001,09,083,11,001
Balungisan,Bgy,0908311002,09,083,11,002
Bulacan,Bgy,0908311003,09,083,11,003
Bulawan,Bgy,0908311004,09,083,11,004
Calape,Bgy,0908311005,09,083,11,005
Dalama,Bgy,0908311006,09,083,11,006
Fatima,Bgy,0908311007,09,083,11,007
Guintolan,Bgy,0908311008,09,083,11,008
Katipunan,Bgy,0908311009,09,083,11,009
Kima,Bgy,0908311010,09,083,11,010
Kulasian,Bgy,0908311011,09,083,11,011
Labatan,Bgy,0908311012,09,083,11,012
Mountain View,Bgy,0908311013,09,083,11,013
Nanan,Bgy,0908311014,09,083,11,014
Poblacion,Bgy,0908311015,09,083,11,015
San Roque,Bgy,0908311016,09,083,11,016
San Vicente,Bgy,0908311017,09,083,11,017
Mayabo,Bgy,0908311018,09,083,11,018
Minundas,Bgy,0908311019,09,083,11,019
Talaptap,Bgy,0908311020,09,083,11,020
Balogo,Bgy,0908311021,09,083,11,021
Binangonan,Bgy,0908311022,09,083,11,022
Guiwan,Bgy,0908311023,09,083,11,023
Kulisap,Bgy,0908311024,09,083,11,024
La Fortuna,Bgy,0908311025,09,083,11,025
San Isidro,Bgy,0908311026,09,083,11,026
Silal,Bgy,0908311027,09,083,11,027
Sumilong,Bgy,0908311028,09,083,11,028
Upper Sumilong,Bgy,0908311029,09,083,11,029
Roseller Lim,Mun,0908312000,09,083,12,000
Balansag,Bgy,0908312001,09,083,12,001
Calula,Bgy,0908312002,09,083,12,002
Casacon,Bgy,0908312003,09,083,12,003
Gango,Bgy,0908312004,09,083,12,004
Katipunan,Bgy,0908312005,09,083,12,005
Kulambugan,Bgy,0908312006,09,083,12,006
Mabini,Bgy,0908312007,09,083,12,007
Magsaysay,Bgy,0908312008,09,083,12,008
New Antique,Bgy,0908312009,09,083,12,009
New Sagay,Bgy,0908312010,09,083,12,010
Pres. Roxas,Bgy,0908312011,09,083,12,011
San Antonio,Bgy,0908312012,09,083,12,012
San Fernandino,Bgy,0908312013,09,083,12,013
San Jose,Bgy,0908312014,09,083,12,014
Siawang,Bgy,0908312015,09,083,12,015
Silingan,Bgy,0908312016,09,083,12,016
Surabay,Bgy,0908312017,09,083,12,017
Tilasan,Bgy,0908312018,09,083,12,018
Tupilac,Bgy,0908312019,09,083,12,019
Ali Alsree,Bgy,0908312020,09,083,12,020
Don Perfecto,Bgy,0908312021,09,083,12,021
Malubal,Bgy,0908312022,09,083,12,022
Palmera,Bgy,0908312023,09,083,12,023
Remedios,Bgy,0908312024,09,083,12,024
Santo Rosario,Bgy,0908312025,09,083,12,025
Taruc,Bgy,0908312026,09,083,12,026
Siay,Mun,0908313000,09,083,13,000
Balucanan,Bgy,0908313001,09,083,13,001
Balagon,Bgy,0908313002,09,083,13,002
Balingasan,Bgy,0908313005,09,083,13,005
Batu,Bgy,0908313006,09,083,13,006
Buyogan,Bgy,0908313008,09,083,13,008
Camanga,Bgy,0908313010,09,083,13,010
Coloran,Bgy,0908313011,09,083,13,011
Kimos,Bgy,0908313018,09,083,13,018
Labasan,Bgy,0908313021,09,083,13,021
Laih,Bgy,0908313022,09,083,13,022
Magsaysay,Bgy,0908313023,09,083,13,023
Mahayahay,Bgy,0908313024,09,083,13,024
Maligaya,Bgy,0908313025,09,083,13,025
Maniha,Bgy,0908313026,09,083,13,026
Minsulao,Bgy,0908313027,09,083,13,027
Mirangan,Bgy,0908313028,09,083,13,028
Monching,Bgy,0908313029,09,083,13,029
Paruk,Bgy,0908313033,09,083,13,033
Poblacion,Bgy,0908313036,09,083,13,036
Princesa Sumama,Bgy,0908313037,09,083,13,037
Sibuguey,Bgy,0908313040,09,083,13,040
Bagong Silang,Bgy,0908313041,09,083,13,041
Bataan,Bgy,0908313042,09,083,13,042
Lagting,Bgy,0908313043,09,083,13,043
Logpond,Bgy,0908313044,09,083,13,044
Salinding,Bgy,0908313045,09,083,13,045
San Isidro,Bgy,0908313046,09,083,13,046
Siloh,Bgy,0908313047,09,083,13,047
Villagracia,Bgy,0908313048,09,083,13,048
Talusan,Mun,0908314000,09,083,14,000
Aurora,Bgy,0908314001,09,083,14,001
Baganipay,Bgy,0908314002,09,083,14,002
Bolingan,Bgy,0908314003,09,083,14,003
Bualan,Bgy,0908314004,09,083,14,004
Cawilan,Bgy,0908314005,09,083,14,005
Florida,Bgy,0908314006,09,083,14,006
Kasigpitan,Bgy,0908314007,09,083,14,007
Laparay,Bgy,0908314008,09,083,14,008
Mahayahay,Bgy,0908314009,09,083,14,009
Moalboal,Bgy,0908314010,09,083,14,010
Sagay,Bgy,0908314011,09,083,14,011
Samonte,Bgy,0908314012,09,083,14,012
Poblacion,Bgy,0908314013,09,083,14,013
Tuburan,Bgy,0908314014,09,083,14,014
Titay,Mun,0908315000,09,083,15,000
Achasol,Bgy,0908315001,09,083,15,001
Bangco,Bgy,0908315002,09,083,15,002
Camanga,Bgy,0908315003,09,083,15,003
Culasian,Bgy,0908315004,09,083,15,004
Dalangin,Bgy,0908315005,09,083,15,005
Dalisay,Bgy,0908315007,09,083,15,007
Gomotoc,Bgy,0908315008,09,083,15,008
Imelda,Bgy,0908315009,09,083,15,009
Kipit,Bgy,0908315010,09,083,15,010
Kitabog,Bgy,0908315011,09,083,15,011
